"","max iteration times","p_Z","gamma","heterogeneity","n_0","n_1","inter_ratio","inter_strength","alpha_modifier","eta_modifier","method","index","num"
"528",5,3,0,1,12000,12000,1,1,0,1,"Trans-AIPW","MSE",0.000151623236302179
"529",5,3,0,1,12000,12000,1,1,0.2,1,"IVW","Bias",-0.395381108635639
"530",5,3,0,1,12000,12000,1,1,0.2,1,"Egger","Bias",-0.326472715654648
"531",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted median","Bias",-0.392947136092581
"532",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted mode","Bias",-0.390248332070922
"533",5,3,0,1,12000,12000,1,1,0.2,1,"MR-RAPS","Bias",-0.394993021533935
"534",5,3,0,1,12000,12000,1,1,0.2,1,"Contamination Mixture","Bias",-0.39466444003185
"535",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Robust","Bias",-0.395146854065759
"536",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Lasso","Bias",-0.395381108635639
"537",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-OR","Bias",0.0026334434576688
"538",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-IPW","Bias",0.000217628973937822
"539",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-AIPW","Bias",0.000217628973937756
"540",5,3,0,1,12000,12000,1,1,0.2,1,"IVW","SD",0.0099782162688706
"541",5,3,0,1,12000,12000,1,1,0.2,1,"Egger","SD",0.041622694734413
"542",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted median","SD",0.00988437401403438
"543",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted mode","SD",0.00826368335585041
"544",5,3,0,1,12000,12000,1,1,0.2,1,"MR-RAPS","SD",0.0103786308541195
"545",5,3,0,1,12000,12000,1,1,0.2,1,"Contamination Mixture","SD",0.0119273695295411
"546",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Robust","SD",0.00993132507144655
"547",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Lasso","SD",0.00997821626887061
"548",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-OR","SD",0.00612306720495323
"549",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-IPW","SD",0.0124377863217721
"550",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-AIPW","SD",0.012437786321772
"551",5,3,0,1,12000,12000,1,1,0.2,1,"IVW","MSE",0.156425785865855
"552",5,3,0,1,12000,12000,1,1,0.2,1,"Egger","MSE",0.108316882783875
"553",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted median","MSE",0.15450515261301
"554",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted mode","MSE",0.152362049146743
"555",5,3,0,1,12000,12000,1,1,0.2,1,"MR-RAPS","MSE",0.156127203038914
"556",5,3,0,1,12000,12000,1,1,0.2,1,"Contamination Mixture","MSE",0.155902282369548
"557",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Robust","MSE",0.156239667495741
"558",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Lasso","MSE",0.156425785865855
"559",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-OR","MSE",4.44269764411124e-05
"560",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-IPW","MSE",0.000154745890956358
"561",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-AIPW","MSE",0.000154745890956356
"562",5,3,0,1,12000,12000,1,1,0.4,1,"IVW","Bias",-0.382451421494436
"563",5,3,0,1,12000,12000,1,1,0.4,1,"Egger","Bias",-0.32394305070807
"564",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted median","Bias",-0.380007887477919
"565",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted mode","Bias",-0.377890060244023
"566",5,3,0,1,12000,12000,1,1,0.4,1,"MR-RAPS","Bias",-0.382132402044889
"567",5,3,0,1,12000,12000,1,1,0.4,1,"Contamination Mixture","Bias",-0.381983908669244
"568",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Robust","Bias",-0.382142443091861
"569",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Lasso","Bias",-0.382451421494436
"570",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-OR","Bias",0.00333740692641678
"571",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-IPW","Bias",0.000306394363316964
"572",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-AIPW","Bias",0.000306394363317009
"573",5,3,0,1,12000,12000,1,1,0.4,1,"IVW","SD",0.0097419397352175
"574",5,3,0,1,12000,12000,1,1,0.4,1,"Egger","SD",0.0419347762375637
"575",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted median","SD",0.00934237878102227
"576",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted mode","SD",0.00836536892551916
"577",5,3,0,1,12000,12000,1,1,0.4,1,"MR-RAPS","SD",0.00996711815237716
"578",5,3,0,1,12000,12000,1,1,0.4,1,"Contamination Mixture","SD",0.00986188464269057
"579",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Robust","SD",0.0095884141170389
"580",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Lasso","SD",0.00974193973521751
"581",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-OR","SD",0.00686280609297051
"582",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-IPW","SD",0.0125752268850972
"583",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-AIPW","SD",0.0125752268850973
"584",5,3,0,1,12000,12000,1,1,0.4,1,"IVW","MSE",0.146363995192919
"585",5,3,0,1,12000,12000,1,1,0.4,1,"Egger","MSE",0.106697625560146
"586",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted median","MSE",0.144493274586719
"587",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted mode","MSE",0.142870877028492
"588",5,3,0,1,12000,12000,1,1,0.4,1,"MR-RAPS","MSE",0.14612451613686
"589",5,3,0,1,12000,12000,1,1,0.4,1,"Contamination Mixture","MSE",0.146008963250939
"590",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Robust","MSE",0.146124784497496
"591",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Lasso","MSE",0.146363995192919
"592",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-OR","MSE",5.82363924622078e-05
"593",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-IPW","MSE",0.000158230208717543
"594",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-AIPW","MSE",0.000158230208717545
"595",5,3,0,1,12000,12000,1,1,0.6,1,"IVW","Bias",-0.370313694407299
"596",5,3,0,1,12000,12000,1,1,0.6,1,"Egger","Bias",-0.321244379213493
"597",5,3,0,1,12000,12000,1,1,0.6,1,"Weighted median","Bias",-0.367967237763291
"598",5,3,0,1,12000,12000,1,1,0.6,1,"Weighted mode","Bias",-0.366688721795113
"599",5,3,0,1,12000,12000,1,1,0.6,1,"MR-RAPS","Bias",-0.370099511434182
"600",5,3,0,1,12000,12000,1,1,0.6,1,"Contamination Mixture","Bias",-0.369786969810669
"601",5,3,0,1,12000,12000,1,1,0.6,1,"MR-Robust","Bias",-0.370123074360479
"602",5,3,0,1,12000,12000,1,1,0.6,1,"MR-Lasso","Bias",-0.370313694407299
"603",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-OR","Bias",0.00329903077365226
"604",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-IPW","Bias",0.000353729898559063
"605",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-AIPW","Bias",0.00035372989855762
"606",5,3,0,1,12000,12000,1,1,0.6,1,"IVW","SD",0.00954569439336964
"607",5,3,0,1,12000,12000,1,1,0.6,1,"Egger","SD",0.0422530505226767
"608",5,3,0,1,12000,12000,1,1,0.6,1,"Weighted median","SD",0.00884980015467879
"609",5,3,0,1,12000,12000,1,1,0.6,1,"Weighted mode","SD",0.00846763163611668
"610",5,3,0,1,12000,12000,1,1,0.6,1,"MR-RAPS","SD",0.00952540487051721
"611",5,3,0,1,12000,12000,1,1,0.6,1,"Contamination Mixture","SD",0.0099851788667198
"612",5,3,0,1,12000,12000,1,1,0.6,1,"MR-Robust","SD",0.00950358187651512
"613",5,3,0,1,12000,12000,1,1,0.6,1,"MR-Lasso","SD",0.00954569439336961
"614",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-OR","SD",0.00702603003301294
"615",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-IPW","SD",0.0127225357087919
"616",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-AIPW","SD",0.0127225357087918
"617",5,3,0,1,12000,12000,1,1,0.6,1,"IVW","MSE",0.137223352547034
"618",5,3,0,1,12000,12000,1,1,0.6,1,"Egger","MSE",0.104983271454735
"619",5,3,0,1,12000,12000,1,1,0.6,1,"Weighted median","MSE",0.135478207029924
"620",5,3,0,1,12000,12000,1,1,0.6,1,"Weighted mode","MSE",0.134532319477259
"621",5,3,0,1,12000,12000,1,1,0.6,1,"MR-RAPS","MSE",0.137064381701767
"622",5,3,0,1,12000,12000,1,1,0.6,1,"Contamination Mixture","MSE",0.136842106838757
"623",5,3,0,1,12000,12000,1,1,0.6,1,"MR-Robust","MSE",0.137081408242537
"624",5,3,0,1,12000,12000,1,1,0.6,1,"MR-Lasso","MSE",0.137223352547034
"625",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-OR","MSE",6.02487020703044e-05
"626",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-IPW","MSE",0.000161988039702619
"627",5,3,0,1,12000,12000,1,1,0.6,1,"Trans-AIPW","MSE",0.000161988039702615
"628",5,3,0,1,12000,12000,1,1,0.8,1,"IVW","Bias",-0.358899167743425
"629",5,3,0,1,12000,12000,1,1,0.8,1,"Egger","Bias",-0.318386745160115
"630",5,3,0,1,12000,12000,1,1,0.8,1,"Weighted median","Bias",-0.356807245436444
"631",5,3,0,1,12000,12000,1,1,0.8,1,"Weighted mode","Bias",-0.355591787382048
"632",5,3,0,1,12000,12000,1,1,0.8,1,"MR-RAPS","Bias",-0.358758986270917
"633",5,3,0,1,12000,12000,1,1,0.8,1,"Contamination Mixture","Bias",-0.359138359239508
"634",5,3,0,1,12000,12000,1,1,0.8,1,"MR-Robust","Bias",-0.35876107649868
"635",5,3,0,1,12000,12000,1,1,0.8,1,"MR-Lasso","Bias",-0.358899167743424
"636",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-OR","Bias",0.00328926150080799
"637",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-IPW","Bias",0.000366723439998151
"638",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-AIPW","Bias",0.000366723439998307
"639",5,3,0,1,12000,12000,1,1,0.8,1,"IVW","SD",0.00938458578168712
"640",5,3,0,1,12000,12000,1,1,0.8,1,"Egger","SD",0.042575365812072
"641",5,3,0,1,12000,12000,1,1,0.8,1,"Weighted median","SD",0.00874220232387384
"642",5,3,0,1,12000,12000,1,1,0.8,1,"Weighted mode","SD",0.008510465305067
"643",5,3,0,1,12000,12000,1,1,0.8,1,"MR-RAPS","SD",0.00917036592726616
"644",5,3,0,1,12000,12000,1,1,0.8,1,"Contamination Mixture","SD",0.00956319619872971
"645",5,3,0,1,12000,12000,1,1,0.8,1,"MR-Robust","SD",0.00935794527742132
"646",5,3,0,1,12000,12000,1,1,0.8,1,"MR-Lasso","SD",0.00938458578168713
"647",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-OR","SD",0.00718828633112649
"648",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-IPW","SD",0.0128770776370873
"649",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-AIPW","SD",0.0128770776370868
"650",5,3,0,1,12000,12000,1,1,0.8,1,"IVW","MSE",0.128896683057217
"651",5,3,0,1,12000,12000,1,1,0.8,1,"Egger","MSE",0.103182781267684
"652",5,3,0,1,12000,12000,1,1,0.8,1,"Weighted median","MSE",0.127387836497415
"653",5,3,0,1,12000,12000,1,1,0.8,1,"Weighted mode","MSE",0.126517947273269
"654",5,3,0,1,12000,12000,1,1,0.8,1,"MR-RAPS","MSE",0.128792105841376
"655",5,3,0,1,12000,12000,1,1,0.8,1,"Contamination Mixture","MSE",0.129071815798781
"656",5,3,0,1,12000,12000,1,1,0.8,1,"MR-Robust","MSE",0.128797081150307
"657",5,3,0,1,12000,12000,1,1,0.8,1,"MR-Lasso","MSE",0.128896683057217
"658",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-OR","MSE",6.24907015989577e-05
"659",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-IPW","MSE",0.000165953614553017
"660",5,3,0,1,12000,12000,1,1,0.8,1,"Trans-AIPW","MSE",0.000165953614553006
"661",5,3,0,1,12000,12000,1,1,1,1,"IVW","Bias",-0.348146640120403
"662",5,3,0,1,12000,12000,1,1,1,1,"Egger","Bias",-0.315380965855577
"663",5,3,0,1,12000,12000,1,1,1,1,"Weighted median","Bias",-0.346377953863485
"664",5,3,0,1,12000,12000,1,1,1,1,"Weighted mode","Bias",-0.344982869272531
"665",5,3,0,1,12000,12000,1,1,1,1,"MR-RAPS","Bias",-0.34796967764583
"666",5,3,0,1,12000,12000,1,1,1,1,"Contamination Mixture","Bias",-0.345551191472386
"667",5,3,0,1,12000,12000,1,1,1,1,"MR-Robust","Bias",-0.348045175090669
"668",5,3,0,1,12000,12000,1,1,1,1,"MR-Lasso","Bias",-0.348146640120403
"669",5,3,0,1,12000,12000,1,1,1,1,"Trans-OR","Bias",0.00327420166661141
"670",5,3,0,1,12000,12000,1,1,1,1,"Trans-IPW","Bias",0.000351429213336507
"671",5,3,0,1,12000,12000,1,1,1,1,"Trans-AIPW","Bias",0.000351429213336618
"672",5,3,0,1,12000,12000,1,1,1,1,"IVW","SD",0.00925423707408134
"673",5,3,0,1,12000,12000,1,1,1,1,"Egger","SD",0.0428997532237487
"674",5,3,0,1,12000,12000,1,1,1,1,"Weighted median","SD",0.00897451090844317
"675",5,3,0,1,12000,12000,1,1,1,1,"Weighted mode","SD",0.00856553610833808
"676",5,3,0,1,12000,12000,1,1,1,1,"MR-RAPS","SD",0.00903970734144856
"677",5,3,0,1,12000,12000,1,1,1,1,"Contamination Mixture","SD",0.00969628120785678
"678",5,3,0,1,12000,12000,1,1,1,1,"MR-Robust","SD",0.00924825839802882
"679",5,3,0,1,12000,12000,1,1,1,1,"MR-Lasso","SD",0.00925423707408127
"680",5,3,0,1,12000,12000,1,1,1,1,"Trans-OR","SD",0.00737495871794969
"681",5,3,0,1,12000,12000,1,1,1,1,"Trans-IPW","SD",0.0130366126194408
"682",5,3,0,1,12000,12000,1,1,1,1,"Trans-AIPW","SD",0.0130366126194405
"683",5,3,0,1,12000,12000,1,1,1,1,"IVW","MSE",0.121291723930949
"684",5,3,0,1,12000,12000,1,1,1,1,"Egger","MSE",0.101305542450655
"685",5,3,0,1,12000,12000,1,1,1,1,"Weighted median","MSE",0.120058228768701
"686",5,3,0,1,12000,12000,1,1,1,1,"Weighted mode","MSE",0.119086548500332
"687",5,3,0,1,12000,12000,1,1,1,1,"MR-RAPS","MSE",0.121164612869762
"688",5,3,0,1,12000,12000,1,1,1,1,"Contamination Mixture","MSE",0.119499643797247
"689",5,3,0,1,12000,12000,1,1,1,1,"MR-Robust","MSE",0.121220974187291
"690",5,3,0,1,12000,12000,1,1,1,1,"MR-Lasso","MSE",0.121291723930949
"691",5,3,0,1,12000,12000,1,1,1,1,"Trans-OR","MSE",6.51104126451031e-05
"692",5,3,0,1,12000,12000,1,1,1,1,"Trans-IPW","MSE",0.000170076771081348
"693",5,3,0,1,12000,12000,1,1,1,1,"Trans-AIPW","MSE",0.000170076771081342
"694",5,4,0,1,12000,12000,1,1,0,1,"IVW","Bias",-0.441073133251042
"695",5,4,0,1,12000,12000,1,1,0,1,"Egger","Bias",-0.242669598082961
"696",5,4,0,1,12000,12000,1,1,0,1,"Weighted median","Bias",-0.44654665664893
"697",5,4,0,1,12000,12000,1,1,0,1,"Weighted mode","Bias",-0.449095819249705
"698",5,4,0,1,12000,12000,1,1,0,1,"MR-RAPS","Bias",-0.443728066431306
"699",5,4,0,1,12000,12000,1,1,0,1,"Contamination Mixture","Bias",-0.44205322083134
"700",5,4,0,1,12000,12000,1,1,0,1,"MR-Robust","Bias",-0.442178694278671
"701",5,4,0,1,12000,12000,1,1,0,1,"MR-Lasso","Bias",-0.441073133251042
"702",5,4,0,1,12000,12000,1,1,0,1,"Trans-OR","Bias",-0.0349264333528261
"703",5,4,0,1,12000,12000,1,1,0,1,"Trans-IPW","Bias",-0.0476878730330909
"704",5,4,0,1,12000,12000,1,1,0,1,"Trans-AIPW","Bias",-0.0476878730330961
"705",5,4,0,1,12000,12000,1,1,0,1,"IVW","SD",0.027055623825311
"706",5,4,0,1,12000,12000,1,1,0,1,"Egger","SD",0.203562423818323
"707",5,4,0,1,12000,12000,1,1,0,1,"Weighted median","SD",0.0361841353935212
"708",5,4,0,1,12000,12000,1,1,0,1,"Weighted mode","SD",0.0419647975180635
"709",5,4,0,1,12000,12000,1,1,0,1,"MR-RAPS","SD",0.0312409118963789
"710",5,4,0,1,12000,12000,1,1,0,1,"Contamination Mixture","SD",0.027616192236279
"711",5,4,0,1,12000,12000,1,1,0,1,"MR-Robust","SD",0.0278292388033829
"712",5,4,0,1,12000,12000,1,1,0,1,"MR-Lasso","SD",0.027055623825311
"713",5,4,0,1,12000,12000,1,1,0,1,"Trans-OR","SD",0.0286518517719432
"714",5,4,0,1,12000,12000,1,1,0,1,"Trans-IPW","SD",0.00977705665174431
"715",5,4,0,1,12000,12000,1,1,0,1,"Trans-AIPW","SD",0.00977705665175033
"716",5,4,0,1,12000,12000,1,1,0,1,"IVW","MSE",0.195277515656468
"717",5,4,0,1,12000,12000,1,1,0,1,"Egger","MSE",0.100326194224537
"718",5,4,0,1,12000,12000,1,1,0,1,"Weighted median","MSE",0.200713208218514
"719",5,4,0,1,12000,12000,1,1,0,1,"Weighted mode","MSE",0.203448099098295
"720",5,4,0,1,12000,12000,1,1,0,1,"MR-RAPS","MSE",0.197870591514983
"721",5,4,0,1,12000,12000,1,1,0,1,"Contamination Mixture","MSE",0.196173704120993
"722",5,4,0,1,12000,12000,1,1,0,1,"MR-Robust","MSE",0.196296464206367
"723",5,4,0,1,12000,12000,1,1,0,1,"MR-Lasso","MSE",0.195277515656468
"724",5,4,0,1,12000,12000,1,1,0,1,"Trans-OR","MSE",0.00204078435671081
"725",5,4,0,1,12000,12000,1,1,0,1,"Trans-IPW","MSE",0.00236972407119161
"726",5,4,0,1,12000,12000,1,1,0,1,"Trans-AIPW","MSE",0.00236972407119222
"727",5,6,0,1,12000,12000,1,1,0,1,"IVW","Bias",-0.430368871322299
"728",5,6,0,1,12000,12000,1,1,0,1,"Egger","Bias",-0.294563095095916
"729",5,6,0,1,12000,12000,1,1,0,1,"Weighted median","Bias",-0.4281563654322
"730",5,6,0,1,12000,12000,1,1,0,1,"Weighted mode","Bias",-0.424975710635257
"731",5,6,0,1,12000,12000,1,1,0,1,"MR-RAPS","Bias",-0.430826442309696
"732",5,6,0,1,12000,12000,1,1,0,1,"Contamination Mixture","Bias",-0.43005322083134
"733",5,6,0,1,12000,12000,1,1,0,1,"MR-Robust","Bias",-0.432475661203502
"734",5,6,0,1,12000,12000,1,1,0,1,"MR-Lasso","Bias",-0.430368871322299
"735",5,6,0,1,12000,12000,1,1,0,1,"Trans-OR","Bias",-0.0393694405849127
"736",5,6,0,1,12000,12000,1,1,0,1,"Trans-IPW","Bias",-0.0475093555748153
"737",5,6,0,1,12000,12000,1,1,0,1,"Trans-AIPW","Bias",-0.0475093555748189
"738",5,6,0,1,12000,12000,1,1,0,1,"IVW","SD",0.0262333683203174
"739",5,6,0,1,12000,12000,1,1,0,1,"Egger","SD",0.15054740686222
"740",5,6,0,1,12000,12000,1,1,0,1,"Weighted median","SD",0.0337401796506313
"741",5,6,0,1,12000,12000,1,1,0,1,"Weighted mode","SD",0.0369781486268574
"742",5,6,0,1,12000,12000,1,1,0,1,"MR-RAPS","SD",0.0280386102442713
"743",5,6,0,1,12000,12000,1,1,0,1,"Contamination Mixture","SD",0.0292405879990271
"744",5,6,0,1,12000,12000,1,1,0,1,"MR-Robust","SD",0.0273843962436468
"745",5,6,0,1,12000,12000,1,1,0,1,"MR-Lasso","SD",0.0262333683203174
"746",5,6,0,1,12000,12000,1,1,0,1,"Trans-OR","SD",0.021434310766527
"747",5,6,0,1,12000,12000,1,1,0,1,"Trans-IPW","SD",0.0209511822988873
"748",5,6,0,1,12000,12000,1,1,0,1,"Trans-AIPW","SD",0.0209511822988901
"749",5,6,0,1,12000,12000,1,1,0,1,"IVW","MSE",0.185905555016659
"750",5,6,0,1,12000,12000,1,1,0,1,"Egger","MSE",0.109431938705424
"751",5,6,0,1,12000,12000,1,1,0,1,"Weighted median","MSE",0.184456272982968
"752",5,6,0,1,12000,12000,1,1,0,1,"Weighted mode","MSE",0.181971738105811
"753",5,6,0,1,12000,12000,1,1,0,1,"MR-RAPS","MSE",0.18639758705766
"754",5,6,0,1,12000,12000,1,1,0,1,"Contamination Mixture","MSE",0.185800784733938
"755",5,6,0,1,12000,12000,1,1,0,1,"MR-Robust","MSE",0.187785102691035
"756",5,6,0,1,12000,12000,1,1,0,1,"MR-Lasso","MSE",0.185905555016659
"757",5,6,0,1,12000,12000,1,1,0,1,"Trans-OR","MSE",0.00200938253000502
"758",5,6,0,1,12000,12000,1,1,0,1,"Trans-IPW","MSE",0.00269609090685544
"759",5,6,0,1,12000,12000,1,1,0,1,"Trans-AIPW","MSE",0.00269609090685591
"760",5,8,0,1,12000,12000,1,1,0,1,"IVW","Bias",-0.418858583848802
"761",5,8,0,1,12000,12000,1,1,0,1,"Egger","Bias",-0.341284645731917
"762",5,8,0,1,12000,12000,1,1,0,1,"Weighted median","Bias",-0.423354374552021
"763",5,8,0,1,12000,12000,1,1,0,1,"Weighted mode","Bias",-0.426206134450325
"764",5,8,0,1,12000,12000,1,1,0,1,"MR-RAPS","Bias",-0.417888671323348
"765",5,8,0,1,12000,12000,1,1,0,1,"Contamination Mixture","Bias",-0.41805322083134
"766",5,8,0,1,12000,12000,1,1,0,1,"MR-Robust","Bias",-0.420561914896601
"767",5,8,0,1,12000,12000,1,1,0,1,"MR-Lasso","Bias",-0.418858583848802
"768",5,8,0,1,12000,12000,1,1,0,1,"Trans-OR","Bias",-0.0365856581319233
"769",5,8,0,1,12000,12000,1,1,0,1,"Trans-IPW","Bias",-0.0411625651132781
"770",5,8,0,1,12000,12000,1,1,0,1,"Trans-AIPW","Bias",-0.0411625651132807
"771",5,8,0,1,12000,12000,1,1,0,1,"IVW","SD",0.0189192017166894
"772",5,8,0,1,12000,12000,1,1,0,1,"Egger","SD",0.0797039001167886
"773",5,8,0,1,12000,12000,1,1,0,1,"Weighted median","SD",0.0205190053783141
"774",5,8,0,1,12000,12000,1,1,0,1,"Weighted mode","SD",0.0366178596368207
"775",5,8,0,1,12000,12000,1,1,0,1,"MR-RAPS","SD",0.0191348721580555
"776",5,8,0,1,12000,12000,1,1,0,1,"Contamination Mixture","SD",0.0188417550743663
"777",5,8,0,1,12000,12000,1,1,0,1,"MR-Robust","SD",0.017881566133447
"778",5,8,0,1,12000,12000,1,1,0,1,"MR-Lasso","SD",0.0189192017166893
"779",5,8,0,1,12000,12000,1,1,0,1,"Trans-OR","SD",0.0287473690955433
"780",5,8,0,1,12000,12000,1,1,0,1,"Trans-IPW","SD",0.030177191437949
"781",5,8,0,1,12000,12000,1,1,0,1,"Trans-AIPW","SD",0.030177191437951
"782",5,8,0,1,12000,12000,1,1,0,1,"IVW","MSE",0.17580044945742
"783",5,8,0,1,12000,12000,1,1,0,1,"Egger","MSE",0.122827921106187
"784",5,8,0,1,12000,12000,1,1,0,1,"Weighted median","MSE",0.179649956034048
"785",5,8,0,1,12000,12000,1,1,0,1,"Weighted mode","MSE",0.18299253668747
"786",5,8,0,1,12000,12000,1,1,0,1,"MR-RAPS","MSE",0.174997084952898
"787",5,8,0,1,12000,12000,1,1,0,1,"Contamination Mixture","MSE",0.17512350718174
"788",5,8,0,1,12000,12000,1,1,0,1,"MR-Robust","MSE",0.177192074668881
"789",5,8,0,1,12000,12000,1,1,0,1,"MR-Lasso","MSE",0.17580044945742
"790",5,8,0,1,12000,12000,1,1,0,1,"Trans-OR","MSE",0.00216492161086137
"791",5,8,0,1,12000,12000,1,1,0,1,"Trans-IPW","MSE",0.00260501964978749
"792",5,8,0,1,12000,12000,1,1,0,1,"Trans-AIPW","MSE",0.00260501964978782
